32 0.333252 0.333333 1 0.000244141, 1, 0, 0, 0
33 0.333257 0.333333 1 0.000229568, 1, 0, 0, 0
34 0.333261 0.333333 1 0.000216263, 1, 0, 0, 0
35 0.333265 0.333333 1 0.000204082, 1, 0, 0, 0
36 0.333269 0.333333 1 0.000192901, 1, 0, 0, 0
37 0.333272 0.333333 1 0.000182615, 1, 0, 0, 0
38 0.333276 0.333333 1 0.00017313, 1, 0, 0, 0
39 0.333279 0.333333 1 0.000164366, 1, 0, 0, 0
40 0.333281 0.333333 1 0.00015625, 1, 0, 0, 0
41 0.333284 0.333333 1 0.000148721, 1, 0, 0, 0
42 0.333286 0.333333 1 0.000141723, 1, 0, 0, 0
43 0.333288 0.333333 1 0.000135208, 1, 0, 0, 0
44 0.33329 0.333333 1 0.000129132, 1, 0, 0, 0
45 0.333292 0.333333 1 0.000123457, 1, 0, 0, 0
46 0.333294 0.333333 1 0.000118147, 1, 0, 0, 0
47 0.333296 0.333333 1 0.000113173, 1, 0, 0, 0
48 0.333297 0.333333 1 0.000108507, 1, 0, 0, 0
49 0.333299 0.333333 1 0.000104123, 1, 0, 0, 0
50 0.3333 0.333333 1 0.0001, 1, 1, 0, 0
51 0.333301 0.333333 1 9.61169e-05, 1, 1, 0, 0
52 0.333303 0.333333 1 9.24556e-05, 1, 1, 0, 0
53 0.333304 0.333333 1 8.89996e-05, 1, 1, 0, 0
54 0.333305 0.333333 1 8.57339e-05, 1, 1, 0, 0
55 0.333306 0.333333 1 8.26446e-05, 1, 1, 0, 0
56 0.333307 0.333333 1 7.97194e-05, 1, 1, 0, 0
57 0.333308 0.333333 1 7.69468e-05, 1, 1, 0, 0
58 0.333309 0.333333 1 7.43163e-05, 1, 1, 0, 0
59 0.333309 0.333333 1 7.18184e-05, 1, 1, 0, 0
60 0.33331 0.333333 1 6.94444e-05, 1, 1, 0, 0
61 0.333311 0.333333 1 6.71862e-05, 1, 1, 0, 0
62 0.333312 0.333333 1 6.50364e-05, 1, 1, 0, 0
63 0.333312 0.333333 1 6.29882e-05, 1, 1, 0, 0
64 0.333313 0.333333 1 6.10352e-05, 1, 1, 0, 0
65 0.333314 0.333333 1 5.91716e-05, 1, 1, 0, 0
66 0.333314 0.333333 1 5.73921e-05, 1, 1, 0, 0
67 0.333315 0.333333 1 5.56917e-05, 1, 1, 0, 0
68 0.333315 0.333333 1 5.40657e-05, 1, 1, 0, 0
69 0.333316 0.333333 1 5.251e-05, 1, 1, 0, 0
70 0.333316 0.333333 1 5.10204e-05, 1, 1, 0, 0
71 0.333317 0.333333 1 4.95933e-05, 1, 1, 0, 0
72 0.333317 0.333333 1 4.82253e-05, 1, 1, 0, 0
73 0.333318 0.333333 1 4.69131e-05, 1, 1, 0, 0
74 0.333318 0.333333 1 4.56538e-05, 1, 1, 0, 0
75 0.333319 0.333333 1 4.44444e-05, 1, 1, 0, 0
76 0.333319 0.333333 1 4.32825e-05, 1, 1, 0, 0
77 0.333319 0.333333 1 4.21656e-05, 1, 1, 0, 0
78 0.33332 0.333333 1 4.10914e-05, 1, 1, 0, 0
79 0.33332 0.333333 1 4.00577e-05, 1, 1, 0, 0
80 0.33332 0.333333 1 3.90625e-05, 1, 1, 0, 0
81 0.333321 0.333333 1 3.81039e-05, 1, 1, 0, 0
82 0.333321 0.333333 1 3.71802e-05, 1, 1, 0, 0
83 0.333321 0.333333 1 3.62897e-05, 1, 1, 0, 0
84 0.333322 0.333333 1 3.54308e-05, 1, 1, 0, 0
85 0.333322 0.333333 1 3.46021e-05, 1, 1, 0, 0
86 0.333322 0.333333 1 3.38021e-05, 1, 1, 0, 0
87 0.333322 0.333333 1 3.30295e-05, 1, 1, 0, 0
88 0.333323 0.333333 1 3.22831e-05, 1, 1, 0, 0
89 0.333323 0.333333 1 3.15617e-05, 1, 1, 0, 0
90 0.333323 0.333333 1 3.08642e-05, 1, 1, 0, 0
91 0.333323 0.333333 1 3.01896e-05, 1, 1, 0, 0
92 0.333323 0.333333 1 2.95369e-05, 1, 1, 0, 0
93 0.333324 0.333333 1 2.89051e-05, 1, 1, 0, 0
94 0.333324 0.333333 1 2.82933e-05, 1, 1, 0, 0
95 0.333324 0.333333 1 2.77008e-05, 1, 1, 0, 0
96 0.333324 0.333333 1 2.71267e-05, 1, 1, 0, 0
97 0.333324 0.333333 1 2.65703e-05, 1, 1, 0, 0
98 0.333325 0.333333 1 2.60308e-05, 1, 1, 0, 0
99 0.333325 0.333333 1 2.55076e-05, 1, 1, 0, 0
100 0.333325 0.333333 1 2.5e-05, 1, 1, 0, 0
101 0.333325 0.333333 1 2.45074e-05, 1, 1, 0, 0
102 0.333325 0.333333 1 2.40292e-05, 1, 1, 0, 0
103 0.333325 0.333333 1 2.35649e-05, 1, 1, 0, 0
104 0.333326 0.333333 1 2.31139e-05, 1, 1, 0, 0
105 0.333326 0.333333 1 2.26757e-05, 1, 1, 0, 0
106 0.333326 0.333333 1 2.22499e-05, 1, 1, 0, 0
107 0.333326 0.333333 1 2.1836e-05, 1, 1, 0, 0
108 0.333326 0.333333 1 2.14335e-05, 1, 1, 0, 0
109 0.333326 0.333333 1 2.1042e-05, 1, 1, 0, 0
110 0.333326 0.333333 1 2.06612e-05, 1, 1, 0, 0
111 0.333327 0.333333 1 2.02906e-05, 1, 1, 0, 0
112 0.333327 0.333333 1 1.99298e-05, 1, 1, 0, 0
113 0.333327 0.333333 1 1.95787e-05, 1, 1, 0, 0
114 0.333327 0.333333 1 1.92367e-05, 1, 1, 0, 0
115 0.333327 0.333333 1 1.89036e-05, 1, 1, 0, 0
116 0.333327 0.333333 1 1.85791e-05, 1, 1, 0, 0
117 0.333327 0.333333 1 1.82628e-05, 1, 1, 0, 0
118 0.333327 0.333333 1 1.79546e-05, 1, 1, 0, 0
119 0.333327 0.333333 1 1.76541e-05, 1, 1, 0, 0
120 0.333328 0.333333 1 1.73611e-05, 1, 1, 0, 0
121 0.333328 0.333333 1 1.70753e-05, 1, 1, 0, 0
122 0.333328 0.333333 1 1.67966e-05, 1, 1, 0, 0
123 0.333328 0.333333 1 1.65246e-05, 1, 1, 0, 0
124 0.333328 0.333333 1 1.62591e-05, 1, 1, 0, 0
125 0.333328 0.333333 1 1.6e-05, 1, 1, 0, 0
126 0.333328 0.333333 1 1.5747e-05, 1, 1, 0, 0
127 0.333328 0.333333 1 1.55e-05, 1, 1, 0, 0
128 0.333328 0.333333 1 1.52588e-05, 1, 1, 0, 0
129 0.333328 0.333333 1 1.50231e-05, 1, 1, 0, 0
130 0.333328 0.333333 1 1.47929e-05, 1, 1, 0, 0
131 0.333328 0.333333 1 1.45679e-05, 1, 1, 0, 0
132 0.333329 0.333333 1 1.4348e-05, 1, 1, 0, 0
133 0.333329 0.333333 1 1.41331e-05, 1, 1, 0, 0
134 0.333329 0.333333 1 1.39229e-05, 1, 1, 0, 0
135 0.333329 0.333333 1 1.37174e-05, 1, 1, 0, 0
136 0.333329 0.333333 1 1.35164e-05, 1, 1, 0, 0
137 0.333329 0.333333 1 1.33198e-05, 1, 1, 0, 0
138 0.333329 0.333333 1 1.31275e-05, 1, 1, 0, 0
139 0.333329 0.333333 1 1.29393e-05, 1, 1, 0, 0
140 0.333329 0.333333 1 1.27551e-05, 1, 1, 0, 0
141 0.333329 0.333333 1 1.25748e-05, 1, 1, 0, 0
142 0.333329 0.333333 1 1.23983e-05, 1, 1, 0, 0
143 0.333329 0.333333 1 1.22255e-05, 1, 1, 0, 0
144 0.333329 0.333333 1 1.20563e-05, 1, 1, 0, 0
145 0.333329 0.333333 1 1.18906e-05, 1, 1, 0, 0
146 0.333329 0.333333 1 1.17283e-05, 1, 1, 0, 0
147 0.333329 0.333333 1 1.15693e-05, 1, 1, 0, 0
148 0.33333 0.333333 1 1.14134e-05, 1, 1, 0, 0
149 0.33333 0.333333 1 1.12608e-05, 1, 1, 0, 0
150 0.33333 0.333333 1 1.11111e-05, 1, 1, 0, 0
151 0.33333 0.333333 1 1.09644e-05, 1, 1, 0, 0
152 0.33333 0.333333 1 1.08206e-05, 1, 1, 0, 0
153 0.33333 0.333333 1 1.06797e-05, 1, 1, 0, 0
154 0.33333 0.333333 1 1.05414e-05, 1, 1, 0, 0
155 0.33333 0.333333 1 1.04058e-05, 1, 1, 0, 0
156 0.33333 0.333333 1 1.02728e-05, 1, 1, 0, 0
157 0.33333 0.333333 1 1.01424e-05, 1, 1, 0, 0
158 0.33333 0.333333 1 1.00144e-05, 1, 1, 0, 0
159 0.33333 0.333333 1 9.88885e-06, 1, 1, 1, 0
160 0.33333 0.333333 1 9.76563e-06, 1, 1, 1, 0
161 0.33333 0.333333 1 9.64469e-06, 1, 1, 1, 0
162 0.33333 0.333333 1 9.52599e-06, 1, 1, 1, 0
163 0.33333 0.333333 1 9.40946e-06, 1, 1, 1, 0
164 0.33333 0.333333 1 9.29506e-06, 1, 1, 1, 0
165 0.33333 0.333333 1 9.18274e-06, 1, 1, 1, 0
166 0.33333 0.333333 1 9.07243e-06, 1, 1, 1, 0
167 0.33333 0.333333 1 8.96411e-06, 1, 1, 1, 0
168 0.33333 0.333333 1 8.85771e-06, 1, 1, 1, 0
169 0.33333 0.333333 1 8.75319e-06, 1, 1, 1, 0
170 0.33333 0.333333 1 8.65052e-06, 1, 1, 1, 0
171 0.33333 0.333333 1 8.54964e-06, 1, 1, 1, 0
172 0.333331 0.333333 1 8.45051e-06, 1, 1, 1, 0
173 0.333331 0.333333 1 8.3531e-06, 1, 1, 1, 0
174 0.333331 0.333333 1 8.25737e-06, 1, 1, 1, 0
175 0.333331 0.333333 1 8.16327e-06, 1, 1, 1, 0
176 0.333331 0.333333 1 8.07076e-06, 1, 1, 1, 0
177 0.333331 0.333333 1 7.97983e-06, 1, 1, 1, 0
178 0.333331 0.333333 1 7.89042e-06, 1, 1, 1, 0
179 0.333331 0.333333 1 7.8025e-06, 1, 1, 1, 0
180 0.333331 0.333333 1 7.71605e-06, 1, 1, 1, 0
181 0.333331 0.333333 1 7.63102e-06, 1, 1, 1, 0
182 0.333331 0.333333 1 7.5474e-06, 1, 1, 1, 0
183 0.333331 0.333333 1 7.46514e-06, 1, 1, 1, 0
184 0.333331 0.333333 1 7.38422e-06, 1, 1, 1, 0
185 0.333331 0.333333 1 7.3046e-06, 1, 1, 1, 0
186 0.333331 0.333333 1 7.22627e-06, 1, 1, 1, 0
187 0.333331 0.333333 1 7.14919e-06, 1, 1, 1, 0
188 0.333331 0.333333 1 7.07334e-06, 1, 1, 1, 0
189 0.333331 0.333333 1 6.99868e-06, 1, 1, 1, 0
190 0.333331 0.333333 1 6.92521e-06, 1, 1, 1, 0
191 0.333331 0.333333 1 6.85288e-06, 1, 1, 1, 0
192 0.333331 0.333333 1 6.78168e-06, 1, 1, 1, 0
193 0.333331 0.333333 1 6.71159e-06, 1, 1, 1, 0
194 0.333331 0.333333 1 6.64258e-06, 1, 1, 1, 0
195 0.333331 0.333333 1 6.57462e-06, 1, 1, 1, 0
196 0.333331 0.333333 1 6.50771e-06, 1, 1, 1, 0
197 0.333331 0.333333 1 6.4418e-06, 1, 1, 1, 0
198 0.333331 0.333333 1 6.3769e-06, 1, 1, 1, 0
199 0.333331 0.333333 1 6.31297e-06, 1, 1, 1, 0
200 0.333331 0.333333 1 6.25e-06, 1, 1, 1, 0
201 0.333331 0.333333 1 6.18797e-06, 1, 1, 1, 0
202 0.333331 0.333333 1 6.12685e-06, 1, 1, 1, 0
203 0.333331 0.333333 1 6.06664e-06, 1, 1, 1, 0
204 0.333331 0.333333 1 6.0073e-06, 1, 1, 1, 0
205 0.333331 0.333333 1 5.94884e-06, 1, 1, 1, 0
206 0.333331 0.333333 1 5.89122e-06, 1, 1, 1, 0
207 0.333331 0.333333 1 5.83444e-06, 1, 1, 1, 0
208 0.333331 0.333333 1 5.77848e-06, 1, 1, 1, 0
209 0.333331 0.333333 1 5.72331e-06, 1, 1, 1, 0
210 0.333331 0.333333 1 5.66893e-06, 1, 1, 1, 0
211 0.333331 0.333333 1 5.61533e-06, 1, 1, 1, 0
212 0.333331 0.333333 1 5.56248e-06, 1, 1, 1, 0
213 0.333331 0.333333 1 5.51037e-06, 1, 1, 1, 0
214 0.333332 0.333333 1 5.45899e-06, 1, 1, 1, 0
215 0.333332 0.333333 1 5.40833e-06, 1, 1, 1, 0
216 0.333332 0.333333 1 5.35837e-06, 1, 1, 1, 0
217 0.333332 0.333333 1 5.3091e-06, 1, 1, 1, 0
218 0.333332 0.333333 1 5.2605e-06, 1, 1, 1, 0
219 0.333332 0.333333 1 5.21257e-06, 1, 1, 1, 0
220 0.333332 0.333333 1 5.16529e-06, 1, 1, 1, 0
221 0.333332 0.333333 1 5.11865e-06, 1, 1, 1, 0
222 0.333332 0.333333 1 5.07264e-06, 1, 1, 1, 0
223 0.333332 0.333333 1 5.02725e-06, 1, 1, 1, 0
224 0.333332 0.333333 1 4.98246e-06, 1, 1, 1, 0
225 0.333332 0.333333 1 4.93827e-06, 1, 1, 1, 0
226 0.333332 0.333333 1 4.89467e-06, 1, 1, 1, 0
227 0.333332 0.333333 1 4.85164e-06, 1, 1, 1, 0
228 0.333332 0.333333 1 4.80917e-06, 1, 1, 1, 0
229 0.333332 0.333333 1 4.76726e-06, 1, 1, 1, 0
230 0.333332 0.333333 1 4.7259e-06, 1, 1, 1, 0
231 0.333332 0.333333 1 4.68507e-06, 1, 1, 1, 0
232 0.333332 0.333333 1 4.64477e-06, 1, 1, 1, 0
233 0.333332 0.333333 1 4.60498e-06, 1, 1, 1, 0
234 0.333332 0.333333 1 4.56571e-06, 1, 1, 1, 0
235 0.333332 0.333333 1 4.52694e-06, 1, 1, 1, 0
236 0.333332 0.333333 1 4.48865e-06, 1, 1, 1, 0
237 0.333332 0.333333 1 4.45085e-06, 1, 1, 1, 0
238 0.333332 0.333333 1 4.41353e-06, 1, 1, 1, 0
239 0.333332 0.333333 1 4.37667e-06, 1, 1, 1, 0
240 0.333332 0.333333 1 4.34028e-06, 1, 1, 1, 0
241 0.333332 0.333333 1 4.30433e-06, 1, 1, 1, 0
242 0.333332 0.333333 1 4.26883e-06, 1, 1, 1, 0
243 0.333332 0.333333 1 4.23377e-06, 1, 1, 1, 0
244 0.333332 0.333333 1 4.19914e-06, 1, 1, 1, 0
245 0.333332 0.333333 1 4.16493e-06, 1, 1, 1, 0
246 0.333332 0.333333 1 4.13114e-06, 1, 1, 1, 0
247 0.333332 0.333333 1 4.09776e-06, 1, 1, 1, 0
248 0.333332 0.333333 1 4.06478e-06, 1, 1, 1, 0
249 0.333332 0.333333 1 4.03219e-06, 1, 1, 1, 0
250 0.333332 0.333333 1 4e-06, 1, 1, 1, 0
251 0.333332 0.333333 1 3.96819e-06, 1, 1, 1, 0
252 0.333332 0.333333 1 3.93676e-06, 1, 1, 1, 0
253 0.333332 0.333333 1 3.9057e-06, 1, 1, 1, 0
254 0.333332 0.333333 1 3.87501e-06, 1, 1, 1, 0
255 0.333332 0.333333 1 3.84468e-06, 1, 1, 1, 0
256 0.333332 0.333333 1 3.8147e-06, 1, 1, 1, 0
257 0.333332 0.333333 1 3.78507e-06, 1, 1, 1, 0
258 0.333332 0.333333 1 3.75578e-06, 1, 1, 1, 0
259 0.333332 0.333333 1 3.72684e-06, 1, 1, 1, 0
260 0.333332 0.333333 1 3.69822e-06, 1, 1, 1, 0
261 0.333332 0.333333 1 3.66994e-06, 1, 1, 1, 0
262 0.333332 0.333333 1 3.64198e-06, 1, 1, 1, 0
263 0.333332 0.333333 1 3.61434e-06, 1, 1, 1, 0
264 0.333332 0.333333 1 3.58701e-06, 1, 1, 1, 0
265 0.333332 0.333333 1 3.55999e-06, 1, 1, 1, 0
266 0.333332 0.333333 1 3.53327e-06, 1, 1, 1, 0
267 0.333332 0.333333 1 3.50685e-06, 1, 1, 1, 0
268 0.333332 0.333333 1 3.48073e-06, 1, 1, 1, 0
269 0.333332 0.333333 1 3.4549e-06, 1, 1, 1, 0
270 0.333332 0.333333 1 3.42936e-06, 1, 1, 1, 0
271 0.333332 0.333333 1 3.40409e-06, 1, 1, 1, 0
272 0.333332 0.333333 1 3.37911e-06, 1, 1, 1, 0
273 0.333332 0.333333 1 3.3544e-06, 1, 1, 1, 0
274 0.333332 0.333333 1 3.32996e-06, 1, 1, 1, 0
275 0.333332 0.333333 1 3.30579e-06, 1, 1, 1, 0
276 0.333332 0.333333 1 3.28187e-06, 1, 1, 1, 0
277 0.333332 0.333333 1 3.25822e-06, 1, 1, 1, 0
278 0.333332 0.333333 1 3.23482e-06, 1, 1, 1, 0
279 0.333332 0.333333 1 3.21168e-06, 1, 1, 1, 0
280 0.333332 0.333333 1 3.18878e-06, 1, 1, 1, 0
281 0.333332 0.333333 1 3.16612e-06, 1, 1, 1, 0
282 0.333332 0.333333 1 3.14371e-06, 1, 1, 1, 0
283 0.333332 0.333333 1 3.12153e-06, 1, 1, 1, 0
284 0.333332 0.333333 1 3.09958e-06, 1, 1, 1, 0
285 0.333332 0.333333 1 3.07787e-06, 1, 1, 1, 0
286 0.333332 0.333333 1 3.05638e-06, 1, 1, 1, 0
287 0.333332 0.333333 1 3.03512e-06, 1, 1, 1, 0
288 0.333332 0.333333 1 3.01408e-06, 1, 1, 1, 0
289 0.333332 0.333333 1 2.99326e-06, 1, 1, 1, 0
290 0.333332 0.333333 1 2.97265e-06, 1, 1, 1, 0
291 0.333332 0.333333 1 2.95226e-06, 1, 1, 1, 0
292 0.333332 0.333333 1 2.93207e-06, 1, 1, 1, 0
293 0.333332 0.333333 1 2.91209e-06, 1, 1, 1, 0
294 0.333332 0.333333 1 2.89231e-06, 1, 1, 1, 0
295 0.333332 0.333333 1 2.87274e-06, 1, 1, 1, 0
296 0.333332 0.333333 1 2.85336e-06, 1, 1, 1, 0
297 0.333332 0.333333 1 2.83418e-06, 1, 1, 1, 0
298 0.333332 0.333333 1 2.81519e-06, 1, 1, 1, 0
299 0.333332 0.333333 1 2.79639e-06, 1, 1, 1, 0
300 0.333332 0.333333 1 2.77778e-06, 1, 1, 1, 0
301 0.333332 0.333333 1 2.75935e-06, 1, 1, 1, 0
302 0.333332 0.333333 1 2.74111e-06, 1, 1, 1, 0
303 0.333332 0.333333 1 2.72304e-06, 1, 1, 1, 0
304 0.333332 0.333333 1 2.70516e-06, 1, 1, 1, 0
305 0.333332 0.333333 1 2.68745e-06, 1, 1, 1, 0
306 0.333332 0.333333 1 2.66991e-06, 1, 1, 1, 0
307 0.333332 0.333333 1 2.65255e-06, 1, 1, 1, 0
308 0.333332 0.333333 1 2.63535e-06, 1, 1, 1, 0
309 0.333332 0.333333 1 2.61832e-06, 1, 1, 1, 0
310 0.333332 0.333333 1 2.60146e-06, 1, 1, 1, 0
311 0.333332 0.333333 1 2.58475e-06, 1, 1, 1, 0
312 0.333332 0.333333 1 2.56821e-06, 1, 1, 1, 0
313 0.333332 0.333333 1 2.55183e-06, 1, 1, 1, 0
314 0.333332 0.333333 1 2.5356e-06, 1, 1, 1, 0
315 0.333332 0.333333 1 2.51953e-06, 1, 1, 1, 0
316 0.333332 0.333333 1 2.50361e-06, 1, 1, 1, 0
317 0.333333 0.333333 1 2.48783e-06, 1, 1, 1, 0
318 0.333333 0.333333 1 2.47221e-06, 1, 1, 1, 0
319 0.333333 0.333333 1 2.45674e-06, 1, 1, 1, 0
320 0.333333 0.333333 1 2.44141e-06, 1, 1, 1, 0
321 0.333333 0.333333 1 2.42622e-06, 1, 1, 1, 0
322 0.333333 0.333333 1 2.41117e-06, 1, 1, 1, 0
323 0.333333 0.333333 1 2.39627e-06, 1, 1, 1, 0
324 0.333333 0.333333 1 2.3815e-06, 1, 1, 1, 0
325 0.333333 0.333333 1 2.36686e-06, 1, 1, 1, 0
326 0.333333 0.333333 1 2.35237e-06, 1, 1, 1, 0
327 0.333333 0.333333 1 2.338e-06, 1, 1, 1, 0
328 0.333333 0.333333 1 2.32377e-06, 1, 1, 1, 0
329 0.333333 0.333333 1 2.30966e-06, 1, 1, 1, 0
330 0.333333 0.333333 1 2.29568e-06, 1, 1, 1, 0
331 0.333333 0.333333 1 2.28183e-06, 1, 1, 1, 0
332 0.333333 0.333333 1 2.26811e-06, 1, 1, 1, 0
333 0.333333 0.333333 1 2.25451e-06, 1, 1, 1, 0
334 0.333333 0.333333 1 2.24103e-06, 1, 1, 1, 0
335 0.333333 0.333333 1 2.22767e-06, 1, 1, 1, 0
336 0.333333 0.333333 1 2.21443e-06, 1, 1, 1, 0
337 0.333333 0.333333 1 2.2013e-06, 1, 1, 1, 0
338 0.333333 0.333333 1 2.1883e-06, 1, 1, 1, 0
339 0.333333 0.333333 1 2.17541e-06, 1, 1, 1, 0
340 0.333333 0.333333 1 2.16263e-06, 1, 1, 1, 0
341 0.333333 0.333333 1 2.14996e-06, 1, 1, 1, 0
342 0.333333 0.333333 1 2.13741e-06, 1, 1, 1, 0
343 0.333333 0.333333 1 2.12496e-06, 1, 1, 1, 0
344 0.333333 0.333333 1 2.11263e-06, 1, 1, 1, 0
345 0.333333 0.333333 1 2.1004e-06, 1, 1, 1, 0
346 0.333333 0.333333 1 2.08828e-06, 1, 1, 1, 0
347 0.333333 0.333333 1 2.07626e-06, 1, 1, 1, 0
348 0.333333 0.333333 1 2.06434e-06, 1, 1, 1, 0
349 0.333333 0.333333 1 2.05253e-06, 1, 1, 1, 0
350 0.333333 0.333333 1 2.04082e-06, 1, 1, 1, 0
351 0.333333 0.333333 1 2.0292e-06, 1, 1, 1, 0
352 0.333333 0.333333 1 2.01769e-06, 1, 1, 1, 0
353 0.333333 0.333333 1 2.00628e-06, 1, 1, 1, 0
354 0.333333 0.333333 1 1.99496e-06, 1, 1, 1, 0
355 0.333333 0.333333 1 1.98373e-06, 1, 1, 1, 0
356 0.333333 0.333333 1 1.9726e-06, 1, 1, 1, 0
357 0.333333 0.333333 1 1.96157e-06, 1, 1, 1, 0
358 0.333333 0.333333 1 1.95063e-06, 1, 1, 1, 0
359 0.333333 0.333333 1 1.93977e-06, 1, 1, 1, 0
360 0.333333 0.333333 1 1.92901e-06, 1, 1, 1, 0
361 0.333333 0.333333 1 1.91834e-06, 1, 1, 1, 0
362 0.333333 0.333333 1 1.90776e-06, 1, 1, 1, 0
363 0.333333 0.333333 1 1.89726e-06, 1, 1, 1, 0
364 0.333333 0.333333 1 1.88685e-06, 1, 1, 1, 0
365 0.333333 0.333333 1 1.87652e-06, 1, 1, 1, 0
366 0.333333 0.333333 1 1.86628e-06, 1, 1, 1, 0
367 0.333333 0.333333 1 1.85613e-06, 1, 1, 1, 0
368 0.333333 0.333333 1 1.84605e-06, 1, 1, 1, 0
369 0.333333 0.333333 1 1.83606e-06, 1, 1, 1, 0
370 0.333333 0.333333 1 1.82615e-06, 1, 1, 1, 0
371 0.333333 0.333333 1 1.81632e-06, 1, 1, 1, 0
372 0.333333 0.333333 1 1.80657e-06, 1, 1, 1, 0
373 0.333333 0.333333 1 1.79689e-06, 1, 1, 1, 0
374 0.333333 0.333333 1 1.7873e-06, 1, 1, 1, 0
375 0.333333 0.333333 1 1.77778e-06, 1, 1, 1, 0
376 0.333333 0.333333 1 1.76833e-06, 1, 1, 1, 0
377 0.333333 0.333333 1 1.75897e-06, 1, 1, 1, 0
378 0.333333 0.333333 1 1.74967e-06, 1, 1, 1, 0
379 0.333333 0.333333 1 1.74045e-06, 1, 1, 1, 0
380 0.333333 0.333333 1 1.7313e-06, 1, 1, 1, 0
381 0.333333 0.333333 1 1.72223e-06, 1, 1, 1, 0
382 0.333333 0.333333 1 1.71322e-06, 1, 1, 1, 0
383 0.333333 0.333333 1 1.70429e-06, 1, 1, 1, 0
384 0.333333 0.333333 1 1.69542e-06, 1, 1, 1, 0
385 0.333333 0.333333 1 1.68663e-06, 1, 1, 1, 0
386 0.333333 0.333333 1 1.6779e-06, 1, 1, 1, 0
387 0.333333 0.333333 1 1.66924e-06, 1, 1, 1, 0
388 0.333333 0.333333 1 1.66064e-06, 1, 1, 1, 0
389 0.333333 0.333333 1 1.65212e-06, 1, 1, 1, 0
390 0.333333 0.333333 1 1.64366e-06, 1, 1, 1, 0
391 0.333333 0.333333 1 1.63526e-06, 1, 1, 1, 0
392 0.333333 0.333333 1 1.62693e-06, 1, 1, 1, 0
393 0.333333 0.333333 1 1.61866e-06, 1, 1, 1, 0
394 0.333333 0.333333 1 1.61045e-06, 1, 1, 1, 0
395 0.333333 0.333333 1 1.60231e-06, 1, 1, 1, 0
396 0.333333 0.333333 1 1.59423e-06, 1, 1, 1, 0
397 0.333333 0.333333 1 1.5862e-06, 1, 1, 1, 0
398 0.333333 0.333333 1 1.57824e-06, 1, 1, 1, 0
399 0.333333 0.333333 1 1.57034e-06, 1, 1, 1, 0
400 0.333333 0.333333 1 1.5625e-06, 1, 1, 1, 0
401 0.333333 0.333333 1 1.55472e-06, 1, 1, 1, 0
402 0.333333 0.333333 1 1.54699e-06, 1, 1, 1, 0
403 0.333333 0.333333 1 1.53932e-06, 1, 1, 1, 0
404 0.333333 0.333333 1 1.53171e-06, 1, 1, 1, 0
405 0.333333 0.333333 1 1.52416e-06, 1, 1, 1, 0
406 0.333333 0.333333 1 1.51666e-06, 1, 1, 1, 0
407 0.333333 0.333333 1 1.50922e-06, 1, 1, 1, 0
408 0.333333 0.333333 1 1.50183e-06, 1, 1, 1, 0
409 0.333333 0.333333 1 1.49449e-06, 1, 1, 1, 0
410 0.333333 0.333333 1 1.48721e-06, 1, 1, 1, 0
411 0.333333 0.333333 1 1.47998e-06, 1, 1, 1, 0
412 0.333333 0.333333 1 1.47281e-06, 1, 1, 1, 0
413 0.333333 0.333333 1 1.46568e-06, 1, 1, 1, 0
414 0.333333 0.333333 1 1.45861e-06, 1, 1, 1, 0
415 0.333333 0.333333 1 1.45159e-06, 1, 1, 1, 0
